,Nb_Tweets,Nb_Positive_Tweets,Nb_Negative_Tweets,nb_Neutral_Tweets,text,Sentiment_Score,Party,Name,Category
2018-07-01,16,4,4,8,"['important message director general wto chukaumunna openeurope justinegreening sarahwollaston', 'chukaumunna heeding advice gather fellow mps sides tie vincecable nicolasturgeon walk buckingham palace', 'later referendum heavily influenced establishment favoured oxford union debate probably aired late night bbc peter shore speech memory said government slogan uk debt increased', 'soubry respect choice whatever deal government manages agree choosing two alternatives differing level damage cause choice parliamentarians ca see needed', 'anna exactly stopping going know personally want may disloyal uk', 'voted vote referendum support hear comment former remainers day day goodness sake someone message democracy', 'sadly longer go live eu voted leave took option away us', 'mps receive death threats nothing learned jo cox murder peer william wallace urges media tone debate https jaymitchinson iandaypix robparsonsyp singharj rachelreevesmp', 'raised working class north west wales m far removed tories bloody spot https', 'mp calls govt national unity consisting mps across parliament https independent', 'getting lot help spitting venom airwaves recently', 'summing classed nature total hero nobody voted basis somebody pension inherited wealth take job away https', 'impressive performance anna others well mirror passion eloquence calling brexiters seeking destroy country people least benches', 'save us fascism', 'appalling mp', 'dear david amicable yet frank word free trader free trader considering remaining scenarios available trust agree isn t worst available option anymore']",-0.0005454545454545379,Conservative,Anna Soubry,Stay in EU
2018-07-01,1,1,0,0,['faux stance england whole uk matter voted people express exceptionalism best take drink juncker mate'],0.6,Conservative,Anne-Marie Trevelyan,Stay in EU
2018-07-01,1,0,0,1,['yes uklabour brexiters voted gov twice whip prevented gov s defeat erg cu amendments prevented poss ge voted massive job loss sanctions mention sky data uklabour voters https'],0.0,Labour,Ben Bradshaw,Stay in EU
2018-07-01,13,10,0,3,"['well explains boris flip white supremacist whispering ear used boris kind way now think pillock', 'loads mps apparently changed minds national interests make hoc didn t change much ge change minds t people thought issue til', 'joining believe enough horseshit dominicraab borisjohnson', 'latest conhome cchqpress conservatives dcbmep andreajenkyns brexitstewart liamfox borisjohnson isaby johnredwood', 'mornings first leaflet excuse whataboutism russian sockpuppet', 'borisjohnson seen writing wall imploding trick manufacture damascene conversion becomes sane option saleable shrinking minority guess one rescue uk brink ambitious lad', 'instead watching football task hand save country total collapse getting rid swine borisjohnson making us proud british citizens world', 'borisjohnson thinks worth leaving better finally sense bs surely go back people make sure will elctorate hasn t', 'tweets today arch political opportunist borisjohnson must calculating way jump best boris madness let mrjamesob iaindale', 'borisjohnson stir thepot believes root leader learnt move european boris came leaver sure done deal didnt calculate factor people wanted give', 'tweets borisjohnson ran away problem now opinionated principled man holds counsel time time', 'borisjohnson may eu flags eu imports avoid buying boycott already started buy become daviddavismp philiphammonduk gregclarkmp', 'boris describing come know utterances far aware almost totally unprincipled wants best said']",0.2574074074074074,Conservative,Boris Johnson,Stay in EU
2018-07-01,1,1,0,0,['caroline please tell smooth look new version add ve heard various dreamers con merchants need deal including option'],0.1787878787878788,Labour,Caroline Flint,Stay in EU
2018-07-01,1,0,1,0,['measure conservatives nothing social engineering clusterfucks offer steal credit people know jobs pathetic'],-0.48333333333333334,Conservative,Chris Philp,Stay in EU
2018-07-01,1,0,1,0,['middle england going vote perspective promising brexit harm without promises aspirational tories tories lab need realise ref illegal'],-0.09999999999999999,Independent,Chris Williamson,Stay in EU
2018-07-01,10,3,3,4,"['oh mean pm s humiliation s treachery s fooling anyone ready civil war want armies eu help', 'important message director general wto chukaumunna openeurope justinegreening sarahwollaston', 'least chukaumunna leading front unlike others appear ignorant fact country will driven cliff leave', 'chukaumunna heeding advice gather fellow mps sides tie vincecable nicolasturgeon walk buckingham palace', 'sides fully debated fully million pro govt propaganda booklet send every single uk voter suffer delusion opinion somehow superior million uk adult voters voted', 'u want chukaumunna go cabinet u result pushed pushed pushed', 'chukaumunna need firm labour position save country huge costly mistake going general election need option', 'people vote will save us tories disastrous pursuit general election seeking kick tories govt anti everyone', 'want reject will push deal parliament must force final vote must option ex brexit voter', 'hey chuka thoughts george soros making mint trading result thoughts donations camp']",0.01773809523809525,Labour,Chuka Umunna,Stay in EU
2018-07-01,1,0,0,1,['uklabour changing position will back fight will still try scapegoat fom problems caused neoliberal policy governments'],0.0,Labour,Clive Lewis,Stay in EU
2018-07-01,2,1,1,0,"['well done sarahwollaston speaking democracy right behind damiancollins commonscms must bring responsible vl governance account nasty replies networks fake accounts many block don t bicker https', 'voted wanted fair enough referendum needed voters switch turn result dominic cummings boasted tweet deleted campaign s adverts gained votes']",-0.0267857142857143,Conservative,Damian Collins,Stay in EU
2018-07-01,2,2,0,0,"['s money coming deal fewer jobs loss per year fta fewer jobs loss per year soft fewer jobs loss per year remain eu impact jobs loss per year dividend', 'damianhinds please please please whatever save country colossal error brexit polls indicate last one saw electorate sold lie party tatters one solution']",0.13333333333333333,Conservative,Damian Hinds,Stay in EU
2018-07-01,1,1,0,0,['will step back overwhelmingly deserve better mps danielzeichner'],0.3333333333333333,Labour,Daniel Zeichner,Stay in EU
2018-07-01,4,0,1,3,"['uk buy food sources less eu eu custom tarriffs food prices uk less aggregate think friends think labourleave uklabour conhome conservatives dominicraab daviddavismp lbc', 'dear daviddavismp position negotiating last years official position agreed friday one decided disagree now', 'position daviddavismp negotiating last years agreed white paper friday decided agree morning', 'borisjohnson may eu flags eu imports avoid buying boycott already started buy become daviddavismp philiphammonduk gregclarkmp']",-0.06666666666666667,Conservative,David Davis,Stay in EU
2018-07-01,6,2,1,3,"['lost count many times listened ep gaslit nation good essential thank u sarahkendzior andreachalupa uk lucky carolecadwalla davidlammy fighting fight keep keeping', 'gov ppl caused blocked', 'please davidlammy spearhead leadership challenge supported whips uklabour voted deserve representation leaders https', 'dear david please us favour become pm ll help love every sensible decent british person', 'fellow mps lords blame happening re tried block smooth withdrawal bloated corrupt million people voted leave way', 'lbc mrjamesobr telepolitics talkradio mailonline tweet james appears deleted guess sneering stoking racism suggests lbc shock jock labelling']",0.23333333333333328,Labour,David Lammy,Stay in EU
2018-07-01,6,3,1,2,"['uk buy food sources less eu eu custom tarriffs food prices uk less aggregate think friends think labourleave uklabour conhome conservatives dominicraab daviddavismp lbc', 'yet pm project fear sneering alliance push cheques proposal know doa tesco last week fruit vegie uk countries south america south africa nz usa etc conservatives dominicraab', 'joining believe enough horseshit dominicraab borisjohnson', 'dominicraab irresponsible blather sentences say government stockpiling wonder may took back control better far', 'faux stance england whole uk matter voted people express exceptionalism best take drink juncker mate', 'huffpostuk referring white paper dominicraab either criticising carping whatever need come back credible alternatives easy']",0.1769230769230769,Conservative,Dominic Raab,Stay in EU
